Node ID,Is_Origin,Is_Destination,Origin_SA1,Origin_SA2,Destination_SA1,Destination_SA2,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight,Link ID,Adjacent Node,Link Weight
9131,0,0,0,0,0,0,collapsed_182569_182568_9131,182568,49.104591622067275,collapsed_9133_50846_9131,50846,430.1653555352159,1318569591_rev,9130,36.49061974457776,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,0,0,0,0,0,0,658616626_rev,88230,205.76381547584543,collapsed_91827_9171_88267,88267,206.8078463932119,collapsed_156459_106822_9171,106822,465.2314350622433,,,,,,,,,,,,,,,,,,,,,,,,,,,
9181,0,0,0,0,0,0,collapsed_68312_93486_9181,93486,112.43371020610635,collapsed_71325_30033_9181,30033,122.93915873690528,collapsed_30051_9130_9181,9130,319.49779825237016,1318569601_rev,30032,42.40928930876089,,,,,,,,,,,,,,,,,,,,,,,,
9213,0,0,0,0,0,0,collapsed_50143_9213_9125,9125,203.06309229438176,collapsed_57582_30033_9213,30033,165.93496773621138,1318569595,179530,28.891519056186954,,,,,,,,,,,,,,,,,,,,,,,,,,,
9222,0,0,0,0,0,0,collapsed_71033_20412_9222,20412,432.6044358639205,collapsed_60139_9222_103363,103363,1140.0857034969638,collapsed_71034_9222_1586,1586,873.4570182163945,,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,0,0,0,0,0,0,22882672,1721,107.31111156858776,207128344_rev,1720,166.65706409616496,207128346_rev,60140,20.456333533203384,576909848,3916,10.243587381834686,,,,,,,,,,,,,,,,,,,,,,,,
9241,0,0,0,0,0,0,22893236,9242,209.5015050285362,collapsed_11803_19456_9241,19456,320.74380047257296,collapsed_7677_7676_9241,7676,492.18805169343295,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242,0,0,0,0,0,0,22893236_rev,9241,209.5015050285362,collapsed_164948_9242_164950,164950,17.8308492472905,collapsed_164949_9242_164950,164950,17.618728292440203,,,,,,,,,,,,,,,,,,,,,,,,,,,
9259,0,0,0,0,0,0,22893263,9260,105.33983383170961,collapsed_19897_135300_9259,135300,302.01016848992174,collapsed_165759_165758_9259,165758,194.0328404689742,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,0,0,0,0,0,0,22893263_rev,9259,105.33983383170961,collapsed_9262_9261_9260,9261,43.87674991677949,collapsed_161936_9261_9260,9261,49.5414077392757,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261,0,0,0,0,0,0,collapsed_9262_9261_9260,9260,43.87674991677949,collapsed_161936_9261_9260,9260,49.5414077392757,1190296267_rev,150105,271.4671866889064,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263,0,0,0,0,0,0,22893268,9264,53.0355684064216,1212422610,166164,30.867162931860673,collapsed_179342_9263_135300,135300,241.42473305531342,,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,0,0,0,0,0,0,22893268_rev,9263,53.0355684064216,collapsed_9317_9264_33562,33562,400.4931298986973,collapsed_77335_23666_9264,23666,166.5338752821652,,,,,,,,,,,,,,,,,,,,,,,,,,,
9283,0,0,0,0,0,0,22893329,9284,265.75544694799447,collapsed_19447_19446_9283,19446,244.97345580885548,collapsed_44619_9283_56079,56079,72.46861840627611,,,,,,,,,,,,,,,,,,,,,,,,,,,
9284,0,0,0,0,0,0,22893329_rev,9283,265.75544694799447,43351520,9284,0.0,43351520_rev,9284,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,0,0,0,0,0,0,22914930,9306,221.09495411412186,982908762_rev,112253,63.76707601066883,982908763,112253,63.76707601066883,,,,,,,,,,,,,,,,,,,,,,,,,,,
9306,0,0,0,0,0,0,22914930_rev,9305,221.09495411412186,207000336,60099,65.37669358158347,207000338_rev,60100,63.41772931631324,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,0,0,0,0,0,0,collapsed_28583_9307_9309,9309,354.01290428418656,collapsed_96250_20677_9307,20677,850.7570501077023,27749304,18699,259.66324019320945,collapsed_150146_12547_9307,12547,1077.5628082544526,,,,,,,,,,,,,,,,,,,,,,,,
9309,0,0,0,0,0,0,collapsed_9310_9309_18824,18824,508.4651899181237,collapsed_181380_9309_60099,60099,98.14776797017613,collapsed_28583_9307_9309,9307,354.01290428418656,,,,,,,,,,,,,,,,,,,,,,,,,,,
9315,0,0,0,0,0,0,collapsed_32189_9315_32190,32190,262.4113611889948,713532694,18272,96.47220853439805,collapsed_93360_9315_166164,166164,210.69503202637,,,,,,,,,,,,,,,,,,,,,,,,,,,
9324,0,0,0,0,0,0,collapsed_165979_9324_23192,23192,180.72417127581647,161302698_rev,54008,244.59793615418243,collapsed_18273_18272_9324,18272,279.8241959678644,,,,,,,,,,,,,,,,,,,,,,,,,,,
9329,0,0,0,0,0,0,collapsed_52890_9329_50172,50172,484.17337742547545,collapsed_52941_9329_169613,169613,900.6143635970299,1117049056,147706,25.440140884616994,,,,,,,,,,,,,,,,,,,,,,,,,,,
9402,0,0,0,0,0,0,collapsed_9401_9402_59640,59640,795.7693275283032,collapsed_50130_9402_17783,17783,811.3001174749703,collapsed_148470_148468_9402,148468,287.87077995459015,,,,,,,,,,,,,,,,,,,,,,,,,,,
9404,1,0,20604112511,206041125,0,0,collapsed_9508_9404_9404,9404,643.0352028574168,22930344,9407,54.36737562307131,collapsed_9508_9404_9404,9404,643.0352028574168,,,,,,,,,,,,,,,,,,,,,,,,,,,
9407,1,0,20604112511,206041125,0,0,22930344_rev,9404,54.36737562307131,collapsed_9101_9102_9407,9102,298.50699406227125,collapsed_5121_80545_9407,80545,613.4541014913215,,,,,,,,,,,,,,,,,,,,,,,,,,,
9507,0,0,0,0,0,0,collapsed_80629_9507_80354,80354,1086.13807254315,23704198_rev,11696,373.76151351199894,217274555,5119,261.5189626594401,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,0,0,0,0,0,0,collapsed_9517_9516_43231,43231,256.5531774280549,collapsed_43233_41169_9516,41169,1927.5038382821033,555951446,61073,28.550303504464637,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,0,0,0,0,0,0,collapsed_121781_41233_9523,41233,226.526060031361,collapsed_10463_9523_18420,18420,448.437008272689,1127386600,9531,297.4329289827468,,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,0,0,0,0,0,0,collapsed_9530_9531_22236,22236,163.32651000287453,1127386600_rev,9523,297.4329289827468,collapsed_150360_9531_22231,22231,41.26911691883202,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533,0,0,0,0,0,0,collapsed_150010_150009_9533,150009,118.28401899922343,113549275,48499,11.964424140639164,collapsed_63292_638_9533,638,157.6495553287889,573325399_rev,48527,154.5604943661515,,,,,,,,,,,,,,,,,,,,,,,,
9536,0,0,0,0,0,0,collapsed_71930_71929_9536,71929,172.98089572513427,1361891718,148836,26.52746899585334,collapsed_148837_148836_9536,148836,27.59552266809522,,,,,,,,,,,,,,,,,,,,,,,,,,,
9539,0,0,0,0,0,0,113549271,48497,11.967946881207114,1274749414,48672,73.74475013834771,1274749427_rev,48515,56.6999608390107,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,0,0,0,0,0,0,218061398,54013,82.37909725647108,collapsed_180955_9546_9546,9546,53.37471323525068,collapsed_180955_9546_9546,9546,53.37471323525068,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,0,0,0,0,0,0,collapsed_60682_9548_82816,82816,411.1771757750363,collapsed_96366_61392_9548,61392,291.99507571864046,collapsed_96259_61390_9548,61390,260.39938726987907,,,,,,,,,,,,,,,,,,,,,,,,,,,
9556,0,0,0,0,0,0,collapsed_9557_9556_54013,54013,421.08178448157923,collapsed_13128_61390_9556,61390,654.108591940453,1180573702,158825,160.57661029230616,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,0,0,0,0,0,0,collapsed_9577_9578_111106,111106,93.95953113358549,collapsed_83182_9578_13121,13121,159.19513356230286,577174271,13109,11.390546723025325,collapsed_33069_9578_60687,60687,355.72911392457536,,,,,,,,,,,,,,,,,,,,,,,,
9614,0,0,0,0,0,0,22950218,9615,26.26894455552061,62262153_rev,44014,11.953872752145008,1274774855_rev,83587,69.33297370915797,1274774856,44007,7.446004476744248,,,,,,,,,,,,,,,,,,,,,,,,
9615,0,0,0,0,0,0,22950218_rev,9614,26.26894455552061,182374860,44007,26.11037950943245,1205106956,44010,6.674858182236897,,,,,,,,,,,,,,,,,,,,,,,,,,,
9733,0,0,0,0,0,0,collapsed_59770_9733_59766,59766,371.37221695676453,collapsed_191294_191295_9733,191295,154.95891950884112,1415068766_rev,59763,116.40536823986318,,,,,,,,,,,,,,,,,,,,,,,,,,,
9785,0,0,0,0,0,0,collapsed_9784_9785_39609,39609,54.013931024611594,203048342,59775,116.48085921340177,collapsed_154380_9785_776,776,97.13612476941472,,,,,,,,,,,,,,,,,,,,,,,,,,,
9809,0,0,0,0,0,0,collapsed_9810_9809_40175,40175,323.27293210577943,collapsed_162098_162129_9809,162129,29.922675778083363,collapsed_162101_162102_9809,162102,54.82321924580518,1216158293_rev,54891,4.47917016699876,,,,,,,,,,,,,,,,,,,,,,,,
9815,0,0,0,0,0,0,collapsed_196067_196066_9815,196066,369.39812285188066,77574649_rev,45513,11.495490125980501,77574651,45514,258.2459272541918,,,,,,,,,,,,,,,,,,,,,,,,,,,
9817,0,0,0,0,0,0,collapsed_9816_9817_14704,14704,587.9043024214258,collapsed_21747_14698_9817,14698,810.2197546489348,collapsed_98504_9817_49110,49110,328.6828020882292,828362676_rev,21718,33.50451447964203,,,,,,,,,,,,,,,,,,,,,,,,
10028,0,0,0,0,0,0,22971067,10029,22.759343024006306,collapsed_94038_40071_10028,40071,303.16262356170864,collapsed_144494_53959_10028,53959,193.41181175865066,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029,0,0,0,0,0,0,22971067_rev,10028,22.759343024006306,collapsed_54530_53927_10029,53927,196.60473969062542,collapsed_54540_40069_10029,40069,197.52470049597594,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032,0,0,0,0,0,0,collapsed_10033_10032_45352,45352,50.936455667261754,collapsed_27893_71035_10032,71035,259.4874658097303,collapsed_45438_45351_10032,45351,44.038359882781904,,,,,,,,,,,,,,,,,,,,,,,,,,,
10042,0,0,0,0,0,0,22971078,10043,48.524459779491465,collapsed_94670_45436_10042,45436,403.22923016753714,168809681_rev,45352,54.60619106509392,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043,0,0,0,0,0,0,22971078_rev,10042,48.524459779491465,168809674,45351,27.156130876098775,collapsed_154701_45434_10043,45434,202.745930777117,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050,0,0,0,0,0,0,22971094,10051,22.071027945228924,1115658480_rev,144487,1.1902405150202817,collapsed_144490_10053_10050,10053,351.3065776343067,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051,0,0,0,0,0,0,22971094_rev,10050,22.071027945228924,756347792,93642,16.974974268980286,767387190,94031,52.079202526120824,collapsed_144491_10052_10051,10052,336.7734855974333,,,,,,,,,,,,,,,,,,,,,,,,
10052,0,0,0,0,0,0,22971095,10053,15.825446830455157,collapsed_133222_40509_10052,40509,427.2732776140774,collapsed_144491_10052_10051,10051,336.7734855974333,,,,,,,,,,,,,,,,,,,,,,,,,,,
10053,0,0,0,0,0,0,22971095_rev,10052,15.825446830455157,collapsed_144490_10053_10050,10050,351.3065776343067,collapsed_144492_40070_10053,40070,375.30152745864194,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087,0,0,0,0,0,0,22971176,10088,15.127650432738472,collapsed_59759_10087_10102,10102,670.0974407395419,203047989_rev,5416,314.36902302263354,collapsed_12653_10087_56962,56962,423.4261730688799,,,,,,,,,,,,,,,,,,,,,,,,
10088,0,0,0,0,0,0,22971176_rev,10087,15.127650432738472,collapsed_47288_10088_14701,14701,669.5752636943221,collapsed_59762_59763_10088,59763,314.68650585052217,collapsed_95241_10088_75878,75878,507.0454708497987,,,,,,,,,,,,,,,,,,,,,,,,
10102,0,0,0,0,0,0,255766466_rev,14701,15.7504887979824,collapsed_59759_10087_10102,10087,670.0974407395419,1118800607,44259,120.62723847929745,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107,0,0,0,0,0,0,22971447,10108,18.243866994468824,collapsed_103981_10107_79194,79194,110.63405750590314,collapsed_113174_5172_10107,5172,210.48537252756054,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108,0,0,0,0,0,0,22971447_rev,10107,18.243866994468824,collapsed_103980_10108_50095,50095,395.0792110956547,985003636,79191,25.727060852994686,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137,0,0,0,0,0,0,collapsed_10136_10137_44284,44284,958.6182330698266,1334466838,199446,19.058818505471866,1334466839_rev,199445,23.79809310605436,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,0,0,0,0,0,0,collapsed_10173_10176_12134,12134,522.1754787957182,collapsed_12185_10176_42336,42336,494.9555177608262,713731872,59840,32.028251833277665,,,,,,,,,,,,,,,,,,,,,,,,,,,
10180,0,0,0,0,0,0,collapsed_10179_10180_59842,59842,498.7180271561063,collapsed_59838_10180_6095,6095,572.6233726774946,203566883_rev,59840,164.2404690740801,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,0,0,0,0,0,0,collapsed_53681_10210_41654,41654,272.18261010193555,29078219,26047,19.508062462974337,collapsed_83251_10210_59003,59003,118.30078263174056,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,0,0,0,0,0,0,22989591,10212,1232.8564434808266,,11407,28.751166253919433,_rev,11405,53.716953762245005,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,0,0,0,0,0,0,22989591_rev,10211,1232.8564434808266,200371007_rev,26400,466.72876889896867,200371010_rev,27485,515.6384457964223,collapsed_59201_10212_65383,65383,407.68757470964766,,,,,,,,,,,,,,,,,,,,,,,,
10221,0,0,0,0,0,0,collapsed_86005_9049_10221,9049,505.71983302681394,collapsed_150306_9006_10221,9006,149.1211500611792,collapsed_60803_9041_10221,9041,102.34296064227375,,,,,,,,,,,,,,,,,,,,,,,,,,,
10474,0,0,0,0,0,0,23024177,10475,370.62929391517895,340881509,74364,120.72457847561445,collapsed_1853_1852_10474,1852,36.934695505915954,,,,,,,,,,,,,,,,,,,,,,,,,,,
10475,0,0,0,0,0,0,23024177_rev,10474,370.62929391517895,136486561_rev,50941,203.59550036478046,collapsed_10476_10475_13066,13066,318.6376039568049,,,,,,,,,,,,,,,,,,,,,,,,,,,
10484,0,0,0,0,0,0,collapsed_24795_24796_10484,24796,525.2463055669114,collapsed_181344_40652_10484,40652,583.7488026562603,collapsed_50582_50600_10484,50600,996.4503921535194,,,,,,,,,,,,,,,,,,,,,,,,,,,
10510,0,0,0,0,0,0,31804645_rev,29405,143.71609435589778,977487793,82864,38.35313056580498,1124101205_rev,10517,40.91141053807193,,,,,,,,,,,,,,,,,,,,,,,,,,,
10516,0,0,0,0,0,0,collapsed_10515_10516_18034,18034,282.4953524412346,23051915_rev,10517,76.54124156361988,collapsed_76494_76412_10516,76412,66.90923415258071,,,,,,,,,,,,,,,,,,,,,,,,,,,
10517,0,0,0,0,0,0,23051915,10516,76.54124156361988,collapsed_149143_10517_149072,149072,281.59053687257597,1124101205,10510,40.91141053807193,,,,,,,,,,,,,,,,,,,,,,,,,,,
10574,0,0,0,0,0,0,collapsed_176796_150034_10574,150034,132.23916721919284,210908488_rev,57566,402.1680676714931,330450399_rev,60825,22.043649536512252,569699560,60819,12.962652077536047,collapsed_50511_50510_10574,50510,398.5011337262159,,,,,,,,,,,,,,,,,,,,,
10579,0,0,0,0,0,0,collapsed_10580_10579_60724,60724,368.86821618980434,207641996_rev,60334,95.08490451522232,collapsed_95378_32376_10579,32376,215.03549004214838,,,,,,,,,,,,,,,,,,,,,,,,,,,
10591,0,0,0,0,0,0,23072041,10592,559.0548177621487,977523388_rev,110400,17.66033381602832,1123224758,141218,474.76705068563797,,,,,,,,,,,,,,,,,,,,,,,,,,,
10592,0,0,0,0,0,0,23072041_rev,10591,559.0548177621487,1298076283_rev,190708,329.1310520281161,1317108184,110412,21.937519795089877,,,,,,,,,,,,,,,,,,,,,,,,,,,
10626,0,0,0,0,0,0,collapsed_10625_10626_153218,153218,314.6908932529367,collapsed_154309_10626_91476,91476,618.9475599879875,collapsed_52108_52093_10626,52093,1407.5901200976841,,,,,,,,,,,,,,,,,,,,,,,,,,,
10680,0,0,0,0,0,0,collapsed_10609_52114_10680,52114,1200.2357481268336,collapsed_95761_10680_50406,50406,827.0622923478887,collapsed_96241_10680_51268,51268,789.1058487061946,,,,,,,,,,,,,,,,,,,,,,,,,,,
10686,0,0,0,0,0,0,collapsed_999_10686_2920,2920,1339.1230880284552,25758312,14746,45.7792108918077,756653502_rev,2611,49.34902067496682,,,,,,,,,,,,,,,,,,,,,,,,,,,
10688,0,0,0,0,0,0,23132312,760,63.49711631525123,387071034_rev,2144,8.416586812488712,collapsed_58409_58408_10688,58408,336.61885530273184,,,,,,,,,,,,,,,,,,,,,,,,,,,
10711,0,0,0,0,0,0,collapsed_2273_10711_10714,10714,123.13919426265794,840521002_rev,75731,29.790393000904736,collapsed_73436_10711_75731,75731,88.33236643875631,,,,,,,,,,,,,,,,,,,,,,,,,,,
10714,0,0,0,0,0,0,collapsed_99510_10714_10714,10714,111.82231471557455,collapsed_2273_10711_10714,10711,123.13919426265794,collapsed_99510_10714_10714,10714,111.82231471557455,,,,,,,,,,,,,,,,,,,,,,,,,,,
10722,0,0,0,0,0,0,23143891,10723,40.46388365295257,204311349,58618,37.07528385504963,collapsed_33093_33092_10722,33092,494.98967499191775,,,,,,,,,,,,,,,,,,,,,,,,,,,
10723,0,0,0,0,0,0,23143891_rev,10722,40.46388365295257,198874828_rev,58618,29.619488780316505,collapsed_24450_10723_69841,69841,206.4364033739589,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736,0,0,0,0,0,0,collapsed_63892_10736_69197,69197,854.1512287764224,collapsed_153040_17191_10736,17191,225.20920236963036,collapsed_69184_69178_10736,69178,655.1557138490305,,,,,,,,,,,,,,,,,,,,,,,,,,,
10806,0,0,0,0,0,0,collapsed_31052_33003_10806,33003,2489.207379725079,collapsed_33014_10806_76081,76081,357.25816760105647,collapsed_10807_10808_10806,10808,755.1953991468552,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808,0,0,0,0,0,0,collapsed_10807_10808_10806,10806,755.1953991468552,collapsed_26231_10808_26245,26245,1351.7456342566675,505188342,5228,261.30655962353217,,,,,,,,,,,,,,,,,,,,,,,,,,,
10901,0,0,0,0,0,0,23146154,10902,280.4703711585627,1337628241_rev,8868,37.55725996557632,collapsed_200387_10901_74902,74902,46.69706087234269,,,,,,,,,,,,,,,,,,,,,,,,,,,
10902,0,0,0,0,0,0,23146154_rev,10901,280.4703711585627,23265646,10902,0.0,23265646_rev,10902,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10931,0,0,0,0,0,0,collapsed_10930_10931_76420,76420,101.32445926489696,584579666_rev,83679,57.94033481662265,584579668,83679,57.94033481662265,,,,,,,,,,,,,,,,,,,,,,,,,,,
10944,0,0,0,0,0,0,collapsed_86876_48142_10944,48142,333.9668461174745,569460049_rev,82842,75.34696684913068,collapsed_62744_46135_10944,46135,76.10204895374514,,,,,,,,,,,,,,,,,,,,,,,,,,,
11028,0,0,0,0,0,0,collapsed_11029_11028_8863,8863,587.3060682151752,collapsed_8867_8863_11028,8863,515.7243499010924,collapsed_10310_11028_11033,11033,459.32024778063294,,,,,,,,,,,,,,,,,,,,,,,,,,,
11033,0,0,0,0,0,0,collapsed_10310_11028_11033,11028,459.32024778063294,23159962_rev,11066,223.94042586086383,201328202,23539,368.325905498409,,,,,,,,,,,,,,,,,,,,,,,,,,,
11066,0,0,0,0,0,0,23159962,11033,223.94042586086383,collapsed_26201_11066_11066,11066,196.31465143992253,collapsed_26201_11066_11066,11066,196.31465143992253,763021518_rev,23540,170.37959342468804,,,,,,,,,,,,,,,,,,,,,,,,
11101,0,0,0,0,0,0,23160059,11102,13.232151477709891,159055232,11101,0.0,159055232_rev,11101,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11102,0,0,0,0,0,0,23160059_rev,11101,13.232151477709891,collapsed_53676_11102_83257,83257,679.159556585097,collapsed_53680_39183_11102,39183,342.661470899104,,,,,,,,,,,,,,,,,,,,,,,,,,,
11103,0,0,0,0,0,0,collapsed_41656_39167_11103,39167,496.04317886256945,243356190_rev,65382,29.821017497963236,786127718_rev,44666,21.021537126959924,,,,,,,,,,,,,,,,,,,,,,,,,,,
11110,0,0,0,0,0,0,,11111,666.2885012829873,collapsed_11109_17174_11110,17174,1073.0761430688528,collapsed_94905_17173_11110,17173,647.4979116831812,,,,,,,,,,,,,,,,,,,,,,,,,,,
11111,0,0,0,0,0,0,_rev,11110,666.2885012829873,collapsed_11419_11111_59031,59031,312.9940474667314,collapsed_81286_11111_108263,108263,5446.217696176911,,,,,,,,,,,,,,,,,,,,,,,,,,,
11129,0,0,0,0,0,0,collapsed_11128_11129_49934,49934,191.24389245848667,collapsed_83228_11129_49932,49932,254.12012034542977,756340292_rev,41734,44.9430902407532,,,,,,,,,,,,,,,,,,,,,,,,,,,
11140,0,0,0,0,0,0,collapsed_59051_11140_58949,58949,55.91669879353346,collapsed_58951_11140_58949,58949,83.10511923707637,collapsed_211276_133672_11140,133672,1313.348482260942,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149,0,0,0,0,0,0,collapsed_11148_11149_150497,150497,236.70922041867476,collapsed_181961_93798_11149,93798,450.74845964768423,collapsed_93796_79052_11149,79052,467.0080673701326,,,,,,,,,,,,,,,,,,,,,,,,,,,
11150,0,0,0,0,0,0,23160374,11151,37.807288330446085,collapsed_91586_11150_59080,59080,28.123739402242297,754984655_rev,67853,36.60135104583598,1329810904,13019,18.373847536534353,,,,,,,,,,,,,,,,,,,,,,,,
11151,0,0,0,0,0,0,23160374_rev,11150,37.807288330446085,255540973_rev,67853,37.14052782001678,787071507,11359,37.749612950220595,,,,,,,,,,,,,,,,,,,,,,,,,,,
11174,0,0,0,0,0,0,132996743_rev,50564,13.234677629237801,1274776049_rev,50572,120.58238907503937,1274776051,50571,42.844387991339524,,,,,,,,,,,,,,,,,,,,,,,,,,,
11178,0,0,0,0,0,0,132996757,50580,12.981123431879785,collapsed_182463_50560_11178,50560,101.13573524573783,1274776045_rev,50616,22.766662541072023,,,,,,,,,,,,,,,,,,,,,,,,,,,
11184,0,0,0,0,0,0,collapsed_11185_11184_124130,124130,441.4477171716047,collapsed_142514_11184_124130,124130,406.2430970910442,collapsed_99852_11184_27810,27810,587.14121972691,,,,,,,,,,,,,,,,,,,,,,,,,,,
11203,0,0,0,0,0,0,collapsed_11202_11203_50471,50471,74.51631462978048,collapsed_72089_11203_50596,50596,20.258318865928523,665275519_rev,50471,5.930101289186472,,,,,,,,,,,,,,,,,,,,,,,,,,,
11226,0,0,0,0,0,0,23200989,11227,198.4700438625535,collapsed_74365_74364_11226,74364,1145.5511251598505,collapsed_18257_53764_11226,53764,1024.0446693176048,,,,,,,,,,,,,,,,,,,,,,,,,,,
11227,0,0,0,0,0,0,23200989_rev,11226,198.4700438625535,197110425,11227,0.0,197110425_rev,11227,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11229,0,0,0,0,0,0,132996747,50571,13.17492898645886,1274776050,50564,39.920626301821365,1274776052_rev,27584,73.4053875950465,,,,,,,,,,,,,,,,,,,,,,,,,,,
11230,0,0,0,0,0,0,23200991,11231,273.8028788346809,collapsed_11253_11230_32136,32136,374.12386490120826,762771547,50564,341.8020717127847,,,,,,,,,,,,,,,,,,,,,,,,,,,
11231,0,0,0,0,0,0,23200991_rev,11230,273.8028788346809,762771550_rev,12417,26.47563981507852,collapsed_93849_11231_32136,32136,95.15925125490816,,,,,,,,,,,,,,,,,,,,,,,,,,,
11233,0,0,0,0,0,0,132600519,50447,13.711473802614545,132600521,27584,70.41133442381717,collapsed_140748_50496_11233,50496,83.32875655296206,,,,,,,,,,,,,,,,,,,,,,,,,,,
11296,0,0,0,0,0,0,,11297,108.01907218423557,_rev,13392,102.93374220424454,collapsed_28416_11296_13396,13396,403.451272563526,,,,,,,,,,,,,,,,,,,,,,,,,,,
11297,0,0,0,0,0,0,_rev,11296,108.01907218423557,_rev,13392,19.350705109192614,,13393,99.24719866286038,collapsed_13379_13383_11297,13383,1372.4523807385126,,,,,,,,,,,,,,,,,,,,,,,,
11301,0,0,0,0,0,0,collapsed_28479_11301_33229,33229,537.2758949882842,collapsed_52556_12620_11301,12620,1703.880942390812,collapsed_176782_13220_11301,13220,553.8736294253603,,,,,,,,,,,,,,,,,,,,,,,,,,,
11307,0,0,0,0,0,0,23309647,8277,31.959864917161887,208944450,60634,151.0950201843153,collapsed_181365_110426_11307,110426,91.28431634779524,,,,,,,,,,,,,,,,,,,,,,,,,,,
11311,0,0,0,0,0,0,collapsed_22350_76523_11311,76523,719.2288182873033,collapsed_22371_11311_126428,126428,521.8489416004887,collapsed_190557_53506_11311,53506,417.2420656976176,157674455,22908,1522.4620246260322,,,,,,,,,,,,,,,,,,,,,,,,
11313,0,0,0,0,0,0,collapsed_11312_11313_55813,55813,340.0618389674128,collapsed_25010_11313_67826,67826,153.2959953331402,collapsed_56467_11313_22900,22900,126.6893338590259,,,,,,,,,,,,,,,,,,,,,,,,,,,
11321,0,0,0,0,0,0,collapsed_11322_11321_37031,37031,58.37759221215923,collapsed_113754_51251_11321,51251,89.12909410015186,217913169_rev,61431,13.215092205342206,756645748,58557,10.786656242381778,,,,,,,,,,,,,,,,,,,,,,,,
11323,0,0,0,0,0,0,collapsed_1681_22245_11323,22245,185.41782879377817,collapsed_33915_33914_11323,33914,133.98908237646123,1023232617_rev,61519,27.747034215964376,,,,,,,,,,,,,,,,,,,,,,,,,,,
11327,0,0,0,0,0,0,collapsed_11328_11327_15578,15578,242.86952784618336,collapsed_87385_11338_11327,11338,457.22664754611003,,15578,46.87944705575338,,,,,,,,,,,,,,,,,,,,,,,,,,,
11337,0,0,0,0,0,0,,11338,76.31603805762617,,26804,16.187814691392212,,59205,88.99508753389854,collapsed_11421_11420_11337,11420,322.10977318796733,,,,,,,,,,,,,,,,,,,,,,,,
11338,0,0,0,0,0,0,_rev,11337,76.31603805762617,collapsed_87385_11338_11327,11327,457.22664754611003,_rev,59205,44.4923687949161,,,,,,,,,,,,,,,,,,,,,,,,,,,
11339,0,0,0,0,0,0,,11340,62.24518021069223,,11396,44.95612389510371,collapsed_83277_76015_11339,76015,456.4584575785949,,,,,,,,,,,,,,,,,,,,,,,,,,,
11340,0,0,0,0,0,0,_rev,11339,62.24518021069223,_rev,11396,27.870514207635573,,26804,65.96179658540261,,,,,,,,,,,,,,,,,,,,,,,,,,,
11341,0,0,0,0,0,0,23415957_rev,1447,146.15912128725273,collapsed_58438_11341_58994,58994,190.03097695495308,1056606138_rev,58437,0.7638940429356051,1056606139,51014,0.6606912274148108,,,,,,,,,,,,,,,,,,,,,,,,
11342,0,0,0,0,0,0,collapsed_11343_11342_94068,94068,38.33051136518635,255537249_rev,67839,34.502596821892006,787075923_rev,51014,48.60662675057268,,,,,,,,,,,,,,,,,,,,,,,,,,,
