ID_Cleaned,Bike_lane ,Bike_lane_protection,Parking_on_street ,Road_speed_limit,#_lanes_on_road,Road _surface,Width_of_road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28338972,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28338982,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28338984,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28338987,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28338991,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339025,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339037,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339058,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339064,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339068,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339349,lane,,,40,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339356,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339370,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339372,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339373,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339374,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339380,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354230,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354241,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354279,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354293,no,,,40,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354319,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354361,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354366,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354369,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354372,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354373,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354388,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354396,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354453,,,,50,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354465,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354467,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354512,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354521,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354538,no,,,40,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354544,,,,40,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354548,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354551,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354568,,,,40,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354631,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354670,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354673,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354677,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354684,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354686,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354694,,,,10,1,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354698,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354718,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354722,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354728,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354732,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354763,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354773,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354805,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354836,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354885,no,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354886,,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28354887,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355084,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355088,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355099,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355101,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355104,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355109,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355115,no,,,40,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355166,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355168,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355169,no,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355424,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355425,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355442,no,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355452,no,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355457,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355459,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355468,no,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355476,no,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355480,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355527,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355538,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355726,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355728,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355730,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355751,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355758,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355760,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355766,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355767,yes,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355772,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355774,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355777,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355802,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355803,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355812,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355814,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355816,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355824,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355875,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355880,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355883,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355893,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355901,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356126,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356135,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356141,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356142,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356145,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356146,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356148,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356150,yes,,,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356156,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356158,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356161,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356175,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356188,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356258,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356279,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356285,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356287,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356290,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356292,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356293,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356308,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356341,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356344,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356346,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356527,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356602,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356623,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356794,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356801,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356809,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356822,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356825,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356827,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356828,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356832,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356836,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356838,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356841,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356849,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356866,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356872,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356877,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356891,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357211,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357216,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357220,,,,40,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357224,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357226,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357236,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357237,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357243,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357245,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357246,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357248,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357251,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357253,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357258,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357260,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357266,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357273,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357277,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357278,,,,,2,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357281,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357288,,,,,2,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357314,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357319,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357322,,,,50,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357325,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357330,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28357346,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28374916,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375224,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375239,designated,no,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375346,designated,no,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375407,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375417,designated,no,,,,concrete,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375451,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375461,designated,no,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375462,designated,no,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375464,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375466,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375519,yes,no,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375520,lane,,,,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375527,lane,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375532,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375565,no,,,60,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375629,designated,no,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375649,no,no,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375650,no,no,,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375651,lane,,,50,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375668,no,,,60,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375676,no,,,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375685,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375687,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375791,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375833,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375854,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375855,designated,no,,,,concrete,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375884,designated,no,,,,concrete,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375885,no,no,,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375886,no,no,,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375915,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375917,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375950,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375955,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375956,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375957,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375958,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375964,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375965,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375969,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375985,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375990,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28375994,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376006,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376012,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376022,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376025,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376026,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376027,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376033,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376034,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376035,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376036,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376038,no,,,40,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376055,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376057,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376076,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376085,no,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376090,designated,no,,,,concrete,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376091,no,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376092,no,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376093,no,no,,60,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376094,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376106,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376107,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376116,no,,,40,3,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376171,designated,no,,,,concrete,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376178,no,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376179,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376183,no,,,40,4,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376194,yes,no,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376236,designated,no,,,,concrete,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376267,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376268,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376274,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376276,no,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376278,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376281,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376294,no,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376300,no,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376301,no,,,60,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376305,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376306,no,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376315,no,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376318,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376320,no,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377135,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377137,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377138,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377325,designated,no,,,,concrete,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377328,no,,,50,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377329,designated,no,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377331,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377342,,,,50,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377345,,,,50,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377346,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377347,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377349,,,,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377350,,,,50,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377352,,,,50,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377369,,,,50,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377382,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377389,no,,no,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377395,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28377402,no,,,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28379744,,,,50,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28379745,,,,50,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28379750,,,,50,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28379751,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28379753,,,,50,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28379759,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
