ID_Cleaned,Bike_lane ,Bike_lane_protection,Parking_on_street ,Road_speed_limit,#_lanes_on_road,Road _surface,Width_of_road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833731,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833733,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833734,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833735,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833736,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833738,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235833744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235954474,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235954475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235954478,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235954479,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235954480,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235954481,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193781,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193783,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193784,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193785,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193786,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193787,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193788,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193792,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193793,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193794,,,,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193795,,,,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193796,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193797,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193798,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193799,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193811,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193812,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193813,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193815,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193816,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193820,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193822,shared_lane,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193824,shared_lane,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193826,no,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193835,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193836,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193838,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193839,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193840,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193841,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193842,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193843,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193844,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193845,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193846,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193847,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193848,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193849,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193850,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193852,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193853,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193854,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193855,no,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193856,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193857,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193861,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193862,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193866,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193867,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193868,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193869,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193870,,,,60,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193878,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193879,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193883,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193884,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193885,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193886,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193888,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193889,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193891,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193892,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193894,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193897,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193898,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193905,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193906,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193908,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193909,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193910,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193911,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193912,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193913,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193914,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193915,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236193922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336069,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336070,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336073,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336074,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336076,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336077,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336085,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336089,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336090,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336105,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336106,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336107,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336108,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336109,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336110,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336111,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336112,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336116,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336117,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236336119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236508730,designated,no,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236528875,no,,,40,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754339,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754340,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754341,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754342,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754343,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754344,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754345,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754346,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754347,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754348,,,,,2,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754350,,,,40,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754351,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754352,,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754353,,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754369,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754370,,,,,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754371,,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754372,,,,40,1,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754391,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754392,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754400,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754401,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754402,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754403,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754404,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754405,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754410,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754411,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754412,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754413,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754414,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754415,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754416,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754417,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754419,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754420,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754421,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754423,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754424,,,,,1,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236754427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
