method,origin_node,origin_sa1,destination_node,destination_dzn,path_number,nodes,links
link_elimination,2340394,20605113325,2331924,211352795,34,"2340394,2340311,2340120,2339792,53944645,53944644,53944641,2338300,2338066,2338208,2337986,2337885,2337303,2336944,13685994,2337058,15139622,2337157,15139619,15139617,2336548,15339497,15339499,2336748,2336802,2336960,2337012,2337031,2337089,2337153,2337164,2337186,2337200,2337219,2337270,2337351,2337425,2337549,2337632,2337692,2337105,2335794,2335877,2335969,2335977,2336043,2336181,2335724,2335338,2335278,2335019,2335184,43913261,43913262,43913259,2334781,2334476,2334093,2333921,2334026,2332585,2332520,54205188,54205182,2332247,63473332,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,19207703,19207702,19208018,19207699,5704588,5704483,16979653,16979654,5704701,5704222,5704109,5703433,5703072,10274940,10274939,5703159,11581399,11581398,11581396,11581397,11581393,11627115,11627116,5702792,5702719,5702661,5702856,5703041,5703067,5703097,5703119,5703130,5703182,5703262,5703277,5703290,5703305,5703314,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703828,5703888,5703887,5703202,5702716,5701804,5701921,5701933,5702006,5702165,5702164,5701632,5701221,5701164,5701065,11627055,16231796,11627056,5700610,17259272,17259271,5700628,17259282,17259281,5699902,5699832,5698605,5698913,5698477,5699831,5698294,19239868,19240149,19240150,19240151,5698020,5697980,5697979,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
link_elimination,2340394,20605113325,2331924,211352795,35,"2340394,2340311,2340120,2339792,53944645,53944644,53944641,2338300,2338066,2338208,2337986,2337885,2337303,2336944,13685994,2337058,15139622,2337157,15139619,15139617,2336548,15339497,15339499,2336748,2336802,2336960,2337012,2337031,2337089,2337153,2337164,2337186,2337200,2337219,2337270,2337351,2337425,2337549,2337632,2337692,2337105,2335794,2335877,2335969,2335977,2336043,2336181,2336317,2336361,2335184,43913261,43913262,43913259,2334781,2334476,2334093,2333921,2333383,2332907,2332463,2332585,2332520,54205188,54205182,2332247,63473332,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,19207703,19207702,19208018,19207699,5704588,5704483,16979653,16979654,5704701,5704222,5704109,5703433,5703072,10274940,10274939,5703159,11581399,11581398,11581396,11581397,11581393,11627115,11627116,5702792,5702719,5702661,5702856,5703041,5703067,5703097,5703119,5703130,5703182,5703262,5703277,5703290,5703305,5703314,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703828,5703888,5703887,5703202,5702716,5701804,5701921,5701933,5702006,5702165,5702317,5702360,5702359,11627055,16231796,11627056,5700610,17259272,17259271,5700628,17259282,17259281,5699902,5699712,5699135,5698558,5698627,5698231,5698295,5698294,19239868,19240149,19240150,19240151,5698020,5697980,5697979,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
link_elimination,2340394,20605113325,2331924,211352795,36,"2340394,2340311,2340120,2339792,53944645,53944644,53944641,2338300,2338066,2338208,2337986,2337885,2337303,2336944,13685994,2337058,15139622,2337157,15139619,15139617,2336548,15339497,15339499,2336748,2336802,2336960,2337012,2337031,2337089,2337153,2337164,2337186,2337200,2337219,2337270,2337351,2337425,2337549,2337632,2337692,2337105,2335794,2335877,2335969,2335977,2336043,2336181,2336317,2336361,2335184,43913261,43913262,43913259,2334781,2334476,2334093,2334212,2334026,2332585,2332520,54205188,54205182,2332247,63473332,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,19207703,19207702,19208018,19207699,5704588,5704483,16979653,16979654,5704701,5704222,5704109,5703433,5703072,10274940,10274939,5703159,11581399,11581398,11581396,11581397,11581393,11627115,11627116,5702792,5702719,5702661,5702856,5703041,5703067,5703097,5703119,5703130,5703182,5703262,5703277,5703290,5703305,5703314,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703828,5703888,5703887,5703202,5702716,5701804,5701921,5701933,5702006,5702165,5702317,5702360,5702359,11627055,16231796,11627056,5700610,17259272,17259271,5700628,17259282,17259281,5700023,5700022,5698605,5698913,5698477,5699831,5698294,19239868,19240149,19240150,19240151,5698020,5697980,5697979,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
link_elimination,2340394,20605113325,2331924,211352795,37,"2340394,2340311,2340120,2339792,53944645,53944644,53944641,2338300,2338066,2338208,2337986,2337885,2337303,2336944,13685994,2337058,15139622,2337157,15139619,15139617,2336548,15339497,15339499,2336748,2336802,2336960,2337012,2337031,2337089,2337153,2337164,2337186,2337200,2337219,2337270,2337351,2337425,2337549,2337632,2337692,2337105,2335794,2335877,2335969,2335977,2336043,2336181,2336317,2336361,2335184,43913261,43913262,43913259,2334781,2334476,2334093,2333921,2334026,2332585,2332520,54205188,54205182,2332247,63473332,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,19207703,19207702,19208018,19207699,5704588,5704483,16979653,16979654,5704701,5704222,5704109,5703433,5703072,10274940,10274939,5703159,11581399,11581398,11581396,11581397,11581393,11627115,11627116,5702792,5702719,5702661,5702856,5703041,5703067,5703097,5703119,5703130,5703182,5703262,5703277,5703290,5703305,5703314,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703828,5703888,5703887,5703202,5702716,5701804,5701921,5701933,5702006,5702165,5702317,5702360,5702359,11627055,16231796,11627056,5700610,17259272,17259271,5700628,17259282,17259281,5699902,5699832,5698605,5698913,5698477,5699831,5698294,19239868,19240149,19240150,19240151,5698020,5697980,5697979,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
link_elimination,2340394,20605113325,2331924,211352795,38,"2340394,2340311,2340120,2339792,53944645,53944644,53944641,2338300,2338066,2338208,2337986,2337885,2337303,2336944,13685994,2337058,15139622,2337157,15139619,15139617,2336548,15339497,15339499,2336748,2336802,2336960,2337012,2337031,2337089,2337153,2337164,2337186,2337200,2337219,2337270,2337351,2337425,2337549,2337632,2337692,2337105,2335794,2335877,2335969,2335977,2336043,2336181,2335724,2335338,2335278,2335019,15339457,43913261,43913262,43913259,2334781,2334476,2334093,2333921,2333383,2332907,2332463,2332585,2332520,54205188,54205182,2332247,2331991,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,19207703,19207702,19208018,19207699,5704588,5704483,16979653,16979654,5704701,5704222,5704109,5703433,5703072,10274940,10274939,5703159,11581399,11581398,11581396,11581397,11581393,11627115,11627116,5702792,5702719,5702661,5702856,5703041,5703067,5703097,5703119,5703130,5703182,5703262,5703277,5703290,5703305,5703314,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703828,5703888,5703887,5703202,5702716,5701804,5701921,5701933,5702006,5702165,5702164,5701632,5701221,5701164,11627063,16231797,16231796,11627056,5700610,17259272,17259271,5700628,17259282,17259281,5699902,5699712,5699135,5698558,5698627,5698231,5698295,5698294,19239868,19240149,19240150,19240151,5698020,5697954,5697697,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
link_elimination,2340394,20605113325,2331924,211352795,39,"2340394,2340311,2340120,2339792,53944645,53944644,53944641,2338300,2338066,2338208,2337986,2337885,2337303,2336944,13685994,2337058,15139622,2337157,15139619,15139617,2336548,15339497,15339499,2336748,2336802,2336960,2337012,2337031,2337089,2337153,2337164,2337186,2337200,2337219,2337270,2337351,2337425,2337549,2337632,2337692,2337105,2335794,2335877,2335969,2335977,2336043,2336181,2335724,2335338,2335278,2335019,15339457,43913261,43913262,43913259,2334781,2334476,2334514,2334575,2334212,2334026,2332585,2332520,54205188,54205182,2332247,2331991,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,19207703,19207702,19208018,19207699,5704588,5704483,16979653,16979654,5704701,5704222,5704109,5703433,5703072,10274940,10274939,5703159,11581399,11581398,11581396,11581397,11581393,11627115,11627116,5702792,5702719,5702661,5702856,5703041,5703067,5703097,5703119,5703130,5703182,5703262,5703277,5703290,5703305,5703314,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703828,5703888,5703887,5703202,5702716,5701804,5701921,5701933,5702006,5702165,5702164,5701632,5701221,5701164,11627063,16231797,16231796,11627056,5700610,17259272,17259271,5700628,5700338,5700355,5700363,5700412,5700411,5700022,5698605,5698913,5698477,5699831,5698294,19239868,19240149,19240150,19240151,5698020,5697954,5697697,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,40,"2340394,2340311,2340256,15097293,16166237,16166236,2339068,2338704,2338260,2338113,2338140,15489037,15339517,15339509,15339497,15339499,2336748,2335757,2335792,2334897,2335061,2335231,2335295,35118142,2335360,2334795,15339423,39336683,39336684,45632550,15339441,15339436,15339437,15339440,15339442,15339446,15339452,15339456,15339460,15339461,2333280,2333328,2333383,2332907,2332463,2332585,2332520,54205188,54205182,2332247,2331991,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706849,11571753,11571752,11754744,11754743,5705467,5704730,5705051,5704635,5704392,11642194,11627610,11627607,11627608,11627116,5702792,5702719,5702661,5702791,5702155,5701706,5701217,5701705,5700935,6303642,6303644,6289741,6289740,6291519,14297725,14297726,5701248,5700643,11627577,11627576,11627575,16680076,16680075,11627067,11627065,5699844,5699927,5700037,5700127,5700095,10212734,10212735,5700392,5700531,5700611,5700607,5699072,5699136,5699135,5698558,5698627,5698231,5698295,5698294,19239868,19240149,19240150,19240151,5698020,5697954,5697697,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,41,"2340394,2340311,2340120,2339792,53944645,53944644,2338425,2338300,2338066,2338208,2337986,2337885,2337303,2337421,15339517,15339509,15339497,15339499,2336748,2336802,2336960,2337012,2337031,2337804,2337089,2337153,2337164,2336027,2335231,2335295,35118142,2335360,2334795,2335035,2335601,2335918,2336929,2337105,2335794,2335282,2335281,2335146,2335247,2335338,2335278,2335019,15339457,15339452,15339456,15339460,2333659,2332658,2332725,2332810,2332846,2332907,2332463,2332585,2332520,54205188,54205182,2332247,2331991,63473331,2331390,2330881,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,19207703,19207702,19207698,5704728,5704588,5704483,16979653,16979654,5704701,5704222,5704109,5703573,5703825,5703587,11627607,11627608,11627116,5702792,5702719,5702661,5702856,5703041,5703067,5703097,5703119,5704016,16973961,5704082,5703262,5703277,5703276,5701990,6289741,6289740,6291519,14297725,14297726,5701248,5700697,5700907,5701494,5701856,5702365,5703005,5703203,5703202,5702716,5701707,5701283,5701284,5701165,5701137,5701103,5701222,5701221,5701164,11627063,11627064,11627058,5700392,5700531,5700530,5699427,5698444,5698539,5698574,5698628,5698558,5698627,5698231,5698295,5698294,19239868,19240149,19240150,19240151,5698020,5697954,5697697,10003743,10003744,5697084,5697873,5696782,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,42,"2340394,2339993,46329011,46329009,46329008,46329007,46329006,2337493,2337019,2336433,2335887,2335507,2335449,2334770,2334464,2333480,15339406,15339394,43104325,45130802,45130797,15339346,43104318,15339339,2331897,2331912,45130805,45130806,35113967,35113968,35113969,15339404,35118133,35118136,45162497,45162496,15339417,15339422,15339427,15339432,15339436,15339441,15339448,15339453,15339457,43913261,43913262,43913259,15339486,2334970,2334519,2334051,2333602,2333291,54205188,54205182,63473339,63473338,2332930,2333717,2333756,2333778,51524484,2333908,2332377,2332405,2331924","5706946,16772763,16772766,5705166,5704991,5704137,5703955,5703663,5702877,5703106,5702065,5702448,5701813,5701390,5701332,5700618,5700293,5699241,11627603,11627604,11627613,11627601,11627612,11627106,5697602,5697543,16726838,5697612,11627080,6289716,11627081,11627078,14297354,14297355,14297357,11627581,11627580,11627579,14297724,14297723,14297743,14297744,14297719,5699450,11627072,5699678,5699752,5699836,5699791,11627067,11627065,11627558,11627559,11627557,11627556,16231797,16231796,11627056,5700610,11627053,11627050,19923510,5700341,5699853,5699361,19239869,19240149,19240150,19240151,5698660,5698317,5698659,5698649,5699490,5699528,5699552,5699621,5699694,5699693,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,43,"2340394,2340311,2340256,15097293,16166237,16166236,2339082,55925580,55925582,55925583,55925579,55925578,55925576,55925575,2338516,2338140,15489037,15489039,15339518,15339506,2337488,2336960,2337012,2337031,2337089,2337153,2337164,2337186,2337200,2337219,2337270,2337351,2337425,2337549,2337632,2337692,2337105,2335794,2335877,2335969,2335281,2335146,15339448,15339453,15339457,15339452,2333947,2333272,2333194,2332895,2332462,2331762,2331535,2331622,2331723,2331755,2331793,2331851,2331935,2331688,2331777,2331807,2332520,54205188,54205182,2332247,2331991,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706849,11571753,11571752,11754744,5705707,19842751,19842817,19842816,19842818,19842819,19842759,5705261,5705063,5704831,5704726,11642194,11642193,5704497,5703824,21929683,21929684,5703655,5703067,5703097,5703119,5703130,5703182,5703262,5703277,5703290,5703305,5703314,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703828,5703888,5703887,5703202,5702716,5701804,5701921,5701920,5701165,11627059,5701023,11627557,11627556,11627064,11627058,11627057,5699742,5699015,5698932,5698618,5698169,5697466,5697317,5697431,5697460,5697506,5697554,5697637,5697636,5697488,6289704,6289703,5698232,19239868,19240149,19240150,19240151,5698020,5697954,5697697,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,44,"2340394,2339993,2339792,2340120,49161158,49161157,16166237,16166236,2339082,55925580,55925576,55925578,55925577,55925575,2338516,2338140,15489037,15489039,2338401,2338062,2337731,2337488,2336960,2337012,2336493,2336087,2335888,2335926,2336027,2335231,2335295,35118142,2335360,2336094,2336203,2335509,2335601,2335728,2335794,2335877,2335969,2335281,2335146,15339448,15339453,15339457,43913261,43913262,43913259,15339461,2333280,2332810,2332846,2332907,2332463,2331777,2331807,2331895,2331991,2332247,63473332,63473333,2332967,2333035,2333051,51524484,2333908,2332377,2332405,2331924","5706946,5706375,5706498,5706653,17547603,17547605,5705833,11754744,5705707,19842751,19842752,19842759,19842763,19842762,5705063,5704831,5704726,11642194,11642193,11642192,5704703,5704306,5703932,5703655,5703067,5703097,5703096,5702517,5702060,5701868,5701991,5701990,6289741,6289740,6291519,14297725,14297726,5702068,5702187,5702256,5702257,5701495,5701426,5701635,5701708,5701804,5701921,5701920,5701165,11627059,5701023,11627557,11627556,16231797,16231796,11627056,5700610,11627054,5700607,5699024,5698574,5698628,5698558,5698627,5698171,6289704,6289703,6289706,6289705,6288400,5697686,5697954,5697980,5698133,5698693,5698726,5698848,5699620,5699694,5699693,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,45,"2340394,2339993,2339792,2339523,49161158,49161157,16166237,16166236,2339082,55925580,55925582,55925583,55925585,55925592,55925595,55925594,55925597,55925600,55925607,55925608,55925613,55925615,55925617,55925619,55925621,55925620,2339460,2339437,2339898,2340021,2339986,2340300,2340293,2340623,2340751,2340759,2340421,2340153,2340193,2340039,2340285,2339914,2339543,2339063,2339050,2337692,2337787,2336850,2335877,2335969,2335281,2335146,15339448,15339453,2335247,2335338,2335278,2335019,15339457,43913261,43913262,43913259,2334781,2334476,2334093,2334212,2334026,2332585,2332520,54205188,54205182,63473339,63473338,2332930,2332967,2333035,2333778,51524484,2333908,2332377,2332405,2331924","5706946,5706375,5706498,5706275,17547604,17547605,5705833,11754744,5705707,19842751,19842817,19842816,19842815,19842813,19842768,19842781,19842782,19842777,19842773,19842770,19842791,19842794,19842795,19842796,19842801,5706508,19842797,5706415,5705896,5706397,5706526,5706525,5706839,5706840,5707197,5707347,5707355,5707420,5707421,5707017,5707016,5706716,5706692,5706715,5706819,5706818,5706413,5706172,5706173,5705462,5705445,5704843,5703994,5703993,5702911,5701921,5701920,5701165,11627059,5701023,11627557,5701136,5701222,5701221,5701164,11627063,16231797,16231796,11627056,5700610,17259272,17259271,5700628,17259282,17259281,5700023,5700022,5698605,5698913,5698477,5699831,5698294,19239868,19240149,19240150,19240151,5698660,5698317,5698659,5698649,5698694,5698726,5699551,5699237,5699621,5699694,5699693,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,46,"2340394,2340311,2340256,15097293,15097290,16166237,16166236,2339082,55925580,55925576,2338704,2338516,2338140,15489037,15489041,2338456,15489040,2339427,18844051,18844052,18844053,2339545,2339722,56541384,2339424,2339449,2339498,2339643,2339914,2339543,2339063,2339234,2339275,2339401,2339548,2339551,2338676,2338205,2338238,2338296,2338344,2338356,2338410,2337455,2337544,2336640,2336661,2336759,43913266,15339486,2334970,2334519,2334051,2333602,2333291,63473340,63473339,63473338,63473333,63473332,2332247,2331991,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706849,11571753,11571758,11571755,11571757,11571750,11754744,5705707,19842751,19842752,5705262,5705050,5704831,5704726,11642194,11642197,11642196,11642198,5705854,23414268,23414257,13271767,13271768,5705987,5705804,5706197,5706391,5706389,5705884,5705902,5705936,23414267,23414256,5706414,5706413,5706172,5706173,5705652,5705578,5705541,5705607,5705633,5705694,5705823,5705734,5705989,5705994,5705993,5705018,5704518,5704583,5704633,5704645,5704715,5704714,5703726,5703753,5702707,5702804,5702730,11627052,5702803,11627049,11627051,11627050,19923510,5700341,5699853,5699361,21792514,5699037,21792515,5698659,5698530,5698133,5697980,5697954,5697697,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,47,"2340394,2340311,2340120,2339792,2339523,49161157,16166237,16166236,2339068,2337986,2337885,2337303,2336944,2336841,2336707,2336556,2336473,2336354,12916505,2336459,15139615,2336548,15339497,15339499,2336748,2336802,2336960,2337012,2337031,2337804,2337089,2337153,2337164,2337186,2337200,2337219,2337270,2337351,2337425,2337549,2336929,2335918,2335728,2335794,2335877,2335969,2335281,2335146,2335247,2335338,2335278,2335019,2335184,43913261,43913262,43913259,15339461,2333280,2333328,2332846,2332907,2332463,2332585,2332520,54205188,54205182,2332247,63473332,63473331,2331390,2330881,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,5706275,5705968,5705833,11754744,11754743,5705364,5704222,5704109,5703433,5703022,5702901,5702752,5702594,5702496,10274937,10274938,5702485,5702531,5702584,11627115,11627116,5702792,5702719,5702661,5702856,5703041,5703067,5703097,5703119,5704016,16973961,5704082,5703262,5703277,5703290,5703305,5703314,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703226,5703732,5702365,5703005,5701992,5701993,5701708,5701804,5701921,5701920,5701165,5701137,5701103,5701222,5701221,5701164,5701065,11627055,16231796,11627056,5700610,11627054,5700607,5699072,5699071,5698628,5698558,5698627,5698231,5698295,5698294,19239868,19240149,19240150,19240151,5698020,5697980,5697979,10003743,10003744,5697084,5697873,5696782,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,48,"2340394,2340311,2340256,15097293,16166237,16166236,2339082,55925580,55925582,55925583,55925588,55925586,55925598,55925604,55925614,55925609,55925612,55925613,55925615,55925617,55925619,55925621,55925620,2339460,2339437,2339427,18844051,2339011,2339111,2339373,2339424,2339449,2339498,2338653,2337200,2337219,2337270,2337351,2337425,2337549,2336929,2337105,2335794,2335282,15339441,15339448,15339442,15339440,2332591,56720271,2332078,2331863,56720264,2331186,2331225,2330954,2330987,2331043,2331060,2331294,2331395,2331622,2331723,2331755,2331793,2331851,2331935,2331688,2331777,2331807,2331895,2331991,63473331,2331390,2330881,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706849,11571753,11571752,11754744,5705707,19842751,19842817,19842816,19842812,19842805,19842806,19842809,19842810,19842802,19842789,19842792,19842794,19842795,19842796,19842801,5706508,19842797,5706415,5705896,5705865,23414268,23414257,5705668,5705426,5705521,5705792,5705850,5705884,5705902,5705936,11762632,13281856,11762633,5705941,13281857,5704989,5703336,5703395,5703469,5703498,5703563,5703510,5703580,5703599,5703672,5703733,5703226,5703732,5703203,5703202,5702716,5701707,11627066,11627558,11627559,11627060,11627062,5700037,19923507,5699926,10100571,5698361,5697769,5697564,5697535,5697522,5696904,5696903,5696663,5696725,5696744,17259304,17259305,5697090,5697316,5697431,5697460,5697506,5697554,5697637,5697636,5697488,6289704,6289703,6289706,6289705,6288400,5697686,5697697,10003743,10003744,5697084,5697873,5696782,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,49,"2340394,2339993,2339792,2340120,49161158,49161157,16166237,16166236,2339082,55925580,55925582,55925583,55925579,55925578,55925577,55925575,2338516,2338140,15489037,15489039,15489040,2338456,15489041,2338990,2339460,2339918,2339898,2340021,2339986,2340032,2340070,2340153,2340193,2340039,2339643,2339914,2339543,2338919,2339004,2337632,2337692,2337787,2337844,2337877,2337950,2337600,2337308,2336877,2336432,2336576,2336181,2335724,2335338,2335278,2335019,2335184,43913261,43913262,43913259,15339461,2333280,2332810,2332846,2332907,2332463,2332585,2332520,54205188,54205182,63473339,63473340,2333717,2333756,2333778,51524484,2333908,2332377,2332405,2331924","5706946,5706375,5706498,5706653,17547603,17547605,5705833,11754744,5705707,19842751,19842817,19842816,19842818,19842819,19842763,19842762,5705063,5704831,5704726,11642194,11642193,11642199,11642198,11642196,5705381,5704776,5705897,5705753,5706419,5706418,5706526,5706525,5706512,5706536,5706584,5706670,5706716,5706692,5706715,5706547,5706414,5706413,5705984,5705346,5705398,5705397,5703888,5703994,5704067,5704098,5704185,5704184,5703797,5703440,5703439,5702857,5702941,5702617,5702616,5702164,5701632,5701221,5701164,5701065,11627055,16231796,11627056,5700610,11627054,5700607,5699024,5698574,5698628,5698558,5698627,5698231,5698295,5698294,19239868,19240149,19240150,19240151,5698660,5698317,21792515,5699491,5699528,5699552,5699621,5699694,5699693,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,50,"2340394,2339993,2339792,53944645,53944644,2338425,2338300,35957448,35957447,2337964,2337868,2337817,2337805,2336841,2336707,2336556,2336473,2336354,2336245,2335887,2336433,2335507,2335449,2334770,2334464,15339458,15339406,15339394,43104325,2332503,15339370,45130804,45130799,43104318,15339372,45130805,15339396,15339412,45162496,15339417,15339422,2333024,2333185,2332659,2332710,2332290,2332036,2331722,2331616,2331660,2331705,2331733,2331780,2331575,2331311,2330982,2331028,2331145,2331186,2331225,2330954,2330987,2331043,2331060,2331364,2331541,2331655,2331762,2331535,2331622,2331395,2331433,2331483,2331723,2331755,2331793,2331851,2331935,2331688,2331777,2331807,2331895,2331991,63473331,2332170,2332274,2332300,2332377,2332405,2331924","5706946,5706375,5706498,19207703,19207702,19207698,5704728,14430805,14430804,14430802,5704202,5704090,5704031,5704019,5702901,5702752,5702594,5702496,5702350,5702229,5702065,5702448,5702449,5702162,5702058,5701390,5701332,5700618,11627111,11627602,11627603,11627604,11627110,5698215,6289715,11627117,11627108,11627109,6289709,11627107,5698022,5698130,5698883,11627075,5699228,14297718,14297719,5699450,5699449,5699098,5698871,5698922,5698921,5698430,5698387,5698044,5698429,5697996,5697726,5697428,5697362,5697408,5697442,5697492,5697491,5697262,5696996,5696762,5696705,5696824,5696860,5696904,5696903,5696663,5696725,5696744,5697055,5697231,5697321,5697357,5697438,5697396,5697467,5697466,5697317,5697316,5697132,5697173,5697430,5697460,5697506,5697554,5697637,5697636,5697488,6289704,6289703,6289706,6289705,6288400,5697686,5697697,5697781,5697874,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,51,"2340394,2340311,2340256,15097293,16166237,15097290,2340472,2340802,2340993,2340431,2340392,2340247,2339918,2339898,2340021,2339986,2340032,2340070,2340153,2340193,2340039,2340285,2339914,2339543,2338919,2338830,2337425,2337549,2337632,2337692,2337105,2335794,2335282,15339441,15339436,15339437,15339440,15339442,15339446,15339452,15339456,15339460,15339461,2333280,2333328,2333383,2333921,2334093,2334212,2334026,2332585,2332520,54205188,2333291,63473340,63473339,63473338,2332930,2333717,2333756,2333778,51524484,2333908,2332377,2332405,2331924","5706901,5706945,5706849,11571753,11571752,11571750,5706868,11571751,5707035,5707400,5707602,5707601,5707479,5706988,5706941,5706774,5706418,5706526,5706525,5706512,5706536,5706584,5706670,5706716,5706692,5706715,5706819,5706818,5706413,5705984,5705295,5705200,5703599,5703672,5703733,5703828,5703888,5703887,5703202,5702716,5701707,11627066,11627067,11627065,5699844,5699927,5700037,5700127,5700095,10212734,10212735,5700392,5700531,5700611,5700607,5699072,5699136,5699712,5699902,5700023,5700022,5698605,5698913,5698477,5699831,5698294,19239868,19239869,21792514,5699037,21792515,5698659,5698649,5699490,5699528,5699552,5699621,5699694,5699693,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,52,"2340394,2340311,2340120,2339792,2339523,49161157,16166237,16166236,2339082,55925580,55925576,55925578,55925577,55925575,55925587,2339471,2338990,2338984,2338456,15489041,15489037,15489039,2338401,2338477,2338514,2338578,2338653,2338705,2338764,2338830,2337425,2337549,2337632,2337692,2339050,2339063,2339234,2339275,2339401,2339548,2339551,2339606,2339621,2338296,2338344,2337530,2337466,2336361,2335184,43913261,43913262,43913259,15339461,2333280,2333328,2332846,2332907,2332463,2331777,2331807,2331895,2331991,63473331,2331390,2330881,2332170,2332274,2332300,2332377,2332405,2331924","5706901,5706945,5706850,5706653,5706275,5705968,5705833,11754744,5705707,19842751,19842752,19842759,19842763,19842762,5705409,19842753,19842754,5705906,5705380,5705372,11642196,11642197,11642193,11642192,5704791,5704729,5704753,5704830,5704911,5704936,5704990,5705053,5705124,5705201,5705200,5703599,5703672,5703733,5703828,5703888,5705445,5704843,5705462,5705652,5705578,5705541,5705607,5705633,5705694,5705823,5705734,5705989,5705994,5706059,5706075,5706074,5704633,5704160,5704632,5703707,5703633,5702359,11627055,16231796,11627056,5700610,11627054,5700607,5699072,5699071,5698628,5698558,5698627,5698171,6289704,6289703,6289706,6289705,6288400,5697686,5697697,10003743,10003744,5697084,5697873,5696782,5697908,5697985,5698008,5698087,5698115,5697720,5698114"
random,2340394,20605113325,2331924,211352795,53,"2340394,2340311,2340256,15097293,16166237,16166236,2339068,2337986,2337885,2337303,2336944,2336841,2336707,2336556,2336473,2336354,2335858,15339489,15339497,15339499,2336748,2335757,2335792,2335842,2335979,2335061,2335231,35118133,35118136,45162497,15339423,39336683,39336684,15339427,15339432,15339436,15339437,15339440,15339442,15339448,15339453,15339457,15339452,15339456,15339460,2333659,2332658,2332725,2332810,2332846,2332907,2332463,2332585,2332520,54205188,2333291,63473340,2333717,2333756,2333778,51524484,2333908,2332377,2332405,2331924","5706901,5706945,5706849,11571753,11571752,11754744,11754743,5705364,5704222,5704109,5703433,5703022,5702901,5702752,5702594,5702496,5702349,5702049,11627609,11627116,5702792,5702719,5702661,5702791,5702155,5701706,5701763,5701937,5701936,5701219,6303642,6303644,14297750,11627579,14297724,14297723,14297720,11627577,11627576,11627575,11627069,11627071,5699678,5699752,5699836,5699791,5699844,5699927,5700037,11627060,11627062,11627557,11627556,11627064,11627058,5700392,5700531,5700530,5699427,5698444,5698539,5698574,5698628,5698558,5698627,5698231,5698295,5698294,19239868,19239869,21792514,5699037,5699491,5699528,5699552,5699621,5699694,5699693,5698115,5697720,5698114"
